,review_text,review_rating,author_id,author_name,author_app_version,review_datetime_utc,review_likes
150460,Good,5,100019*********751019,A Google user,2.49.40,2020-02-11T17:27:17.000Z,0
400861,great!,5,100019*********755562,A Google user,2.67.21,2021-03-06T05:56:13.000Z,0
608781,Great,1,100019*********757680,A Google user,,2022-03-03T02:59:22.000Z,0
104992,Exelence,5,100019*********821482,A Google user,2.47.10,2019-11-25T06:53:34.000Z,0
588092,"Not able to sign in my account on a new device. It always say ""Approved"" on the verification part but my account is not signing in.",1,100019*********839319,A Google user,2.82.06,2022-01-20T18:22:57.000Z,0
261482,Nice puta,5,100019*********872080,A Google user,2.59.40,2020-08-21T14:47:28.000Z,0
53242,good,4,100019*********919926,A Google user,,2019-08-05T09:30:11.000Z,0
586496,Slow delivery and no updates 😡,1,100019*********923065,A Google user,2.81.31,2022-01-18T02:07:50.000Z,0
324319,More choices for everyone...,5,100019*********939612,A Google user,2.62.30,2020-11-19T01:01:53.000Z,0
406076,ofw,5,100019*********960881,A Google user,,2021-03-14T14:57:56.000Z,0
535864,ᴛʏ,5,100019*********964177,A Google user,,2021-10-22T05:52:06.000Z,0
263496,Wala pang mintis sa order ko..salamat shopee!!!!!!,5,100019*********974792,A Google user,2.59.40,2020-08-24T15:33:50.000Z,0
744341,The best shopee🥰,5,100019*********988185,A Google user,2.99.29,2023-06-08T13:54:37.000Z,0
189347,Its nice and easy,2,100020*********025974,A Google user,2.41.13,2020-05-18T08:39:11.000Z,0
295085,What sorcery did you do to me? Almost every day I'm checking out. Someone help me!,5,100020*********034833,A Google user,2.61.11,2020-10-11T14:03:49.000Z,0
300226,Excellent service and products are all in excellent quality. Refunds are prompt. Promos are enjoyable,5,100020*********053662,A Google user,2.61.16,2020-10-19T01:47:39.000Z,0
344890,Ecxellent,5,100020*********080805,A Google user,2.63.19,2020-12-12T14:16:19.000Z,0
769548,2 buto lang tumubo sa tinanim ko sna mag tuloy,2,100020*********085874,A Google user,3.09.11,2023-09-26T21:00:07.000Z,0
142663,Great app,5,100020*********101312,A Google user,,2020-01-26T21:35:16.000Z,0
48053,more discounts !,4,100020*********109705,A Google user,2.33.10,2019-06-21T05:31:57.000Z,0
356490,Nice,1,100020*********132307,A Google user,2.63.29,2020-12-26T08:34:24.000Z,0
529244,wow its graet,5,100020*********151502,A Google user,2.77.32,2021-10-12T02:36:09.000Z,0
360805,Goodjob.congrats,5,100020*********194214,A Google user,2.39.10,2021-01-01T21:48:54.000Z,0
660824,"Voucher stacking no longer allowed, was this even announced? Only use this marketplace if you can't find a particular item anywhere else. Their only advantage is being easier to use than Lazada at this point.",2,100020*********206360,A Google user,2.89.22,2022-06-28T17:19:18.000Z,0
432982,Very nice,5,100020*********217447,A Google user,2.69.07,2021-04-29T02:59:15.000Z,0
604818,I cant order in cash on delivery,2,100020*********242438,A Google user,,2022-02-23T08:26:11.000Z,0
66018,thanks shopee,5,100020*********261370,A Google user,2.43.10,2019-10-07T20:58:57.000Z,0
566523,oh come on!,5,100020*********271782,A Google user,2.80.30,2021-12-16T03:20:55.000Z,0
575523,Nice and maasahan palagi,4,100020*********272429,A Google user,2.79.09,2021-12-30T06:26:30.000Z,0
632868,I love shopee. Sana magka.Shopee pay later ako huhu,5,100020*********316706,A Google user,2.85.31,2022-04-21T13:50:16.000Z,0
543062,Happy with the product,5,100020*********322075,A Google user,2.79.09,2021-11-06T03:43:13.000Z,0
413310,Excellent . Hassle free. Very helpful to me great job shopee👍👍👍👍❤️❤️❤️❤️i enjoy this apps i spend a lot of money haha😅😅,5,100020*********337104,A Google user,2.68.11,2021-03-26T17:32:44.000Z,0
682330,Excellent when it comes to customers concern and about the products if what u see in the picture yun din tlga ang hitsura in reality..thanks shoppee,5,100020*********341721,A Google user,2.92.10,2022-08-30T05:29:18.000Z,0
251243,Very caring,5,100020*********346130,A Google user,2.56.22,2020-08-09T04:48:33.000Z,0
136880,Good quality and price😊,5,100020*********413181,A Google user,,2020-01-14T05:37:36.000Z,0
436935,Nice,5,100020*********473175,A Google user,,2021-05-05T10:52:24.000Z,0
342031,so good and enjoyable,5,100020*********488299,A Google user,2.33.10,2020-12-10T11:22:07.000Z,0
572975,Basta. Ok n yan,5,100020*********495560,A Google user,,2021-12-27T00:05:37.000Z,0
207732,Fast shipping dependi narin sa stability ng sitwasyon like in this year 2020 pero sulit parin ang waiting at marami kang mapagpipilian sa mga sales at palaro para magkakcoins ka din at magkaroon ng vouchers to enjoy big discounts on any shop or deduct in shipping fees. Thank you shopee,5,100020*********508068,A Google user,2.55.13,2020-06-07T09:54:15.000Z,0
650978,hindi nakikinig sa concern ng user,1,100020*********527284,A Google user,2.88.21,2022-06-05T20:09:28.000Z,0
144972,They are only selling good quality items and their delivery service are excellent,5,100020*********560067,A Google user,2.47.31,2020-02-01T05:48:21.000Z,0
461108,Excellent,5,100020*********561784,A Google user,2.72.11,2021-06-14T17:44:32.000Z,0
348902,Enjoy shoppin,5,100020*********576972,A Google user,2.63.19,2020-12-16T14:39:16.000Z,0
194096,Great!,5,100020*********660884,A Google user,2.55.13,2020-05-24T00:06:39.000Z,0
261333,"Hi po sa shopee? 😊 mag pasalamat po ako sa inyo kasi mula noon hanggang ngayon, d parin po ako binigo ng mga seller nyo po, sana pag patuloy nyo po ang magandang nasimulan, PERFECT STAR ⭐⭐⭐⭐⭐ po ako sa inyo ..thank u din po sa J&T Express, mabilis po shipping nyo.. God Bless Us Always po and Keep Safe Everyone.. ❤❤❤",5,100020*********674991,A Google user,2.50.21,2020-08-21T11:49:25.000Z,0
301199,Shoppe standard delivery mabilis makakarating order mo 1 day manila to bulacan apaka bilis,5,100020*********677869,A Google user,2.40.30,2020-10-20T07:16:22.000Z,0
512452,Awesome,5,100020*********710774,A Google user,2.62.10,2021-09-10T11:46:37.000Z,0
256249,Amazing,5,100020*********716733,A Google user,,2020-08-15T07:15:38.000Z,0
473011,very nice app.,4,100020*********794521,A Google user,2.73.06,2021-07-03T12:06:32.000Z,0
751418,thank you,4,100020*********809724,A Google user,3.05.08,2023-07-19T06:37:21.000Z,0
773603,"sometimes my order, is what i exprected but sometimes dont but its 100/10 so good app",5,100020*********843688,A Google user,,2023-10-13T08:38:14.000Z,0
600264,So far I'm not having problems with this app,5,100020*********846461,A Google user,2.83.07,2022-02-14T14:23:04.000Z,0
437500,Superbbbbb 😍😍💕💕👏👏👏,5,100020*********865785,A Google user,2.70.09,2021-05-06T08:07:58.000Z,0
717762,It was so good to order here but sometimes it's to long to receive the order but sure 100% legit,5,100020*********907718,A Google user,,2023-01-05T14:11:41.000Z,0
235570,Salamat shopee 😊,5,100020*********909093,A Google user,2.57.13,2020-07-18T06:30:24.000Z,0
414081,😍,5,100020*********916426,A Google user,,2021-03-27T23:01:12.000Z,0
119363,SO HAPPY!!!,5,100020*********944155,A Google user,2.47.31,2019-12-13T15:05:27.000Z,0
491877,"Im changing my rating. JnT and Ninjavan are no longer on the options on most stores. The only choice is Shopee Express which takes 3-4 weeks to deliver, while the other courier before took only 3-5 days. Ordering stuff on Shopee now makes us feel hopeless.",2,100020*********962257,A Google user,2.74.17,2021-08-04T06:00:48.000Z,0
571242,I love this app,5,100020*********984446,A Google user,2.79.21,2021-12-23T18:38:33.000Z,0
703698,Stop hiring enablers! Focus on bettering your treatment on your sellers and buyers!,1,100021*********042191,A Google user,2.95.32,2022-11-06T07:46:37.000Z,0
273488,"You should change the name of the app to ""Ask first before buying because its not our fault if you got scam or rip off.""",1,100021*********046335,A Google user,,2020-09-09T08:52:24.000Z,0
450477,Nice,5,100021*********049929,A Google user,2.71.20,2021-05-29T06:26:29.000Z,0
546421,i love it,4,100021*********076714,A Google user,2.77.06,2021-11-11T21:05:06.000Z,0
358761,I cant see the pictures of the products,3,100021*********088756,A Google user,,2020-12-29T05:34:00.000Z,0
584956,shopee is good and express delivery when you order..compared other shop online.shopee is very convinient and true to your orders.yung iba kase mali mali yung order na idedeliver.,5,100021*********160042,A Google user,2.81.31,2022-01-14T22:18:44.000Z,0
620929,Great,5,100021*********260010,A Google user,2.85.20,2022-03-26T18:54:26.000Z,0
13073,"please make an option to pay using shopee wallet balance...it was always 
stuck on my wallet everytime i cancel the transaction...i don't have bank 
account.",3,100021*********266511,A Google user,2.22.16,2018-04-20T13:35:57.000Z,1
17209,Love it,5,100021*********274579,A Google user,,2018-07-06T21:39:30.000Z,0
487599,"Ok na mn ang shopee,,,",5,100021*********300019,A Google user,2.73.10,2021-07-27T05:47:28.000Z,0
120903,Good,5,100021*********316025,A Google user,2.47.31,2019-12-15T13:51:41.000Z,0
87299,I really love it and I enjoy it ❤,5,100021*********318013,A Google user,2.46.06,2019-11-05T06:19:51.000Z,0
55840,Mabilis dumating orders,5,100021*********350466,A Google user,2.41.13,2019-08-25T11:44:30.000Z,0
249206,ENJOY EXCELLENT,5,100021*********358293,A Google user,2.58.11,2020-08-07T04:15:00.000Z,0
254296,cancer in a good way,5,100021*********371813,A Google user,2.59.11,2020-08-12T23:23:35.000Z,0
130325,Good online shop,5,100021*********396988,A Google user,2.46.06,2019-12-30T15:01:30.000Z,0
106896,Excellents,5,100021*********406786,A Google user,2.46.06,2019-11-27T15:42:59.000Z,0
623535,Good job shoppe,5,100021*********430623,A Google user,2.85.31,2022-04-03T22:30:18.000Z,0
161195,Nice,5,100021*********477643,A Google user,2.49.15,2020-03-03T15:11:13.000Z,0
721877,Easy shopping And very affordable prices Accomodating seller,5,100021*********491962,A Google user,2.97.14,2023-01-23T08:01:06.000Z,0
432614,Okey,5,100021*********508747,A Google user,2.65.13,2021-04-28T10:24:21.000Z,0
758839,recommended app,5,100021*********527024,A Google user,3.07.07,2023-08-19T14:30:34.000Z,0
657052,Not giving vouchers,1,100021*********580768,A Google user,2.88.41,2022-06-17T01:05:48.000Z,0
212209,"Suki kopo talaga ang shopee kasi lahat nang inorder ko ,ok na ok po lahat!",5,100021*********645389,A Google user,2.56.22,2020-06-12T08:20:28.000Z,0
628021,Unable to purchase were asked to choose payment option but page is fully grayed out did try to reach customer service but nothing has change,5,100021*********709346,A Google user,2.86.09,2022-04-15T06:05:08.000Z,0
85055,"I give 2 star because their promotion its says FREE SHIPPING,,but sad to easy its only discount for shipping..not totally free..hopefully they advertise really the truth not that just kind off fake promotion..",2,100021*********768426,A Google user,2.46.06,2019-11-01T06:20:48.000Z,0
371858,The shopping experience is great with Shopee.,4,100021*********780289,A Google user,2.65.13,2021-01-17T09:47:59.000Z,0
126523,It is my go to online shop😊 but i hope the real free shipping promo will come back.. Dati kasi when you purchase the required amount to get the free shipping it is totally free unlike now.. tsaka mabilis mo pa natatangap..,5,100021*********802554,A Google user,2.48.25,2019-12-22T16:14:59.000Z,0
186397,isang star lang nakakainis kase kusang humihinto! pag shoppee shake na! nakaka inis,1,100021*********816965,A Google user,2.54.30,2020-05-14T10:02:36.000Z,0
327194,Very Good,5,100021*********820060,A Google user,2.61.32,2020-11-22T13:25:30.000Z,0
645747,Good,5,100021*********826103,A Google user,2.87.40,2022-05-24T09:14:56.000Z,0
256478,"Received as expected, gandang pagkabalot, thank u seller and shopee",5,100021*********875501,A Google user,2.59.11,2020-08-15T12:11:12.000Z,0
751278,Very good,5,100021*********883002,A Google user,3.05.08,2023-07-18T12:43:49.000Z,0
518696,Verry helpful app,5,100021*********884501,A Google user,2.38.18,2021-09-20T07:30:04.000Z,0
13446,So nice to have shopee,5,100021*********943898,A Google user,2.22.16,2018-04-26T09:46:29.000Z,0
612671,nice,5,100021*********945849,A Google user,2.83.20,2022-03-10T09:08:14.000Z,0
355980,very slow and wasting time.. buggy,1,100022*********041177,A Google user,2.47.31,2020-12-25T10:52:26.000Z,0
757969,It's good shopping app,5,100022*********049608,A Google user,,2023-08-16T05:38:44.000Z,0
717913,Good,5,100022*********069318,A Google user,2.96.24,2023-01-06T06:54:15.000Z,0
228369,Di muna kailangan lumabas para bumili dahil sa shopee laki tulong sa tulad kong may baby..,5,100022*********081254,A Google user,2.57.13,2020-07-08T13:14:01.000Z,0
590441,Useful,5,100022*********102465,A Google user,2.74.17,2022-01-25T11:53:20.000Z,0
635339,"My account got banned and also my device just because i cancelled an order which i just change the method of payment, after that i concact the live agent she/he just got my active email and sent me a message after 24 hours, which basically the letter content was they where not sure or they cant tell what the reason of banning mg account. Im just angry because I've been using this for years",1,100022*********105257,A Google user,2.83.20,2022-04-27T07:05:07.000Z,0
617240,best to shop,5,100022*********108872,A Google user,,2022-03-19T13:45:03.000Z,0
223545,No issues with the app or the sellers. I have the option to choose between delivery companies.,5,100022*********109049,A Google user,2.57.10,2020-07-03T08:15:11.000Z,0
710282,❤️,5,100022*********121192,A Google user,2.95.59,2022-12-05T02:14:27.000Z,0
67953,This is my preferred online shopping app. Free shipping is what makes me hooked.,5,100022*********140396,A Google user,2.44.25,2019-10-10T03:10:18.000Z,0
1078,Drink no km no,5,100022*********163350,A Google user,,2016-05-25T04:57:51.000Z,1
499558,Puro pahirap sa seller ang mga bagong policy.,1,100022*********345275,A Google user,2.75.03,2021-08-16T06:38:16.000Z,0
740342,"Very convenient, you don't need to go out just to buy something, because all what you want and what you need is here in shopee. Happy shopping hehe",5,100022*********365184,A Google user,,2023-05-14T03:38:16.000Z,0
550255,Nice app,5,100022*********370936,A Google user,2.79.09,2021-11-17T05:13:15.000Z,0
623564,Your shoppe express is as slow as s turtle.,1,100022*********457110,A Google user,2.85.31,2022-04-04T00:31:28.000Z,0
80174,"Super ganda ng tela, at very accommodating",5,100022*********463186,A Google user,2.39.20,2019-10-24T14:41:24.000Z,0
355971,Enjoy,5,100022*********467093,A Google user,2.63.19,2020-12-25T10:25:06.000Z,0
177460,"Eversince I started transaction with shopee, It has never failed my expectation. Always fast and reliable transaction.",5,100022*********517726,A Google user,2.53.07,2020-05-02T02:58:54.000Z,0
241333,Very accomodating ang mga seller dito . . Unlike sa ibang shopping apps na wala silang pakialam sa mga buyer. Maayos din nakikipag communicate ang seller sa buyer. Sana all😁😁😁,5,100022*********523910,A Google user,2.47.31,2020-07-26T16:34:42.000Z,0
95918,all in all.. its perfect,5,100022*********531072,A Google user,2.46.06,2019-11-13T23:05:31.000Z,0
512059,Di muna kelangan lumabas lahat andito na..,5,100022*********555764,A Google user,2.76.05,2021-09-09T23:06:50.000Z,0
287577,Its very helpful when it comes to marketing goods. Thanks shopeePH,5,100022*********603013,A Google user,2.58.20,2020-09-30T03:17:58.000Z,0
137773,Good services...,5,100022*********605794,A Google user,2.42.40,2020-01-16T03:43:16.000Z,0
364471,😍,5,100022*********640237,A Google user,2.64.13,2021-01-06T15:37:39.000Z,0
388268,"ghurl mas matagal pa magloading kesa sa youtube, di gumagana ibang voucher according sa kung anong nakalagay, nagmahal na den shipping fee",2,100022*********755224,A Google user,2.63.19,2021-02-12T03:51:53.000Z,0
62979,"Wow, nice app for selling, tnx much big help for us na small ent. Ggod job shopee",5,100022*********785989,A Google user,,2019-10-04T06:14:45.000Z,0
659304,Its been 3 months i didnt spend from this app horeeeyy! Thank you update!,1,100022*********806296,A Google user,2.89.14,2022-06-23T22:05:17.000Z,0
118829,Super nice app,5,100022*********824035,A Google user,2.47.10,2019-12-13T05:10:44.000Z,0
378309,Excellent!,5,100022*********826267,A Google user,2.54.30,2021-01-27T10:27:55.000Z,0
477789,Excellent,5,100022*********864096,A Google user,2.73.06,2021-07-10T15:20:16.000Z,0
608507,disgusting experience when i always order they're always an error my god,2,100022*********871672,A Google user,2.83.20,2022-03-02T16:08:26.000Z,0
122645,I'm happy Every purchase i have,5,100022*********878572,A Google user,2.47.31,2019-12-17T19:29:07.000Z,0
59745,My sister member,5,100022*********887220,A Google user,2.31.15,2019-09-22T14:51:15.000Z,0
323177,"A great app. Accurate, huge items honest sellers, well packed items, immediate shipping, Good Job!",5,100022*********900835,A Google user,2.62.10,2020-11-17T12:00:05.000Z,1
200562,Pogi,5,100022*********906479,A Google user,,2020-05-31T05:13:19.000Z,0
438846,Excellent,5,100022*********919490,A Google user,2.70.11,2021-05-08T13:07:29.000Z,0
539484,explore,5,100022*********945764,A Google user,2.78.41,2021-10-29T09:53:46.000Z,0
422856,Excellent,5,100022*********968207,A Google user,2.69.07,2021-04-12T05:04:20.000Z,0
578247,Wala ng kwenta 😡🤬,3,100022*********986704,A Google user,2.81.30,2022-01-03T20:59:47.000Z,0
700921,I love shopee,5,100022*********996668,A Google user,2.94.25,2022-10-21T05:50:21.000Z,0
613777,"Not customer friendly, support scammer seller..",2,100023*********021761,A Google user,,2022-03-13T04:12:45.000Z,0
222090,Excellent 👍👍👍,5,100023*********030228,A Google user,2.56.22,2020-07-01T11:39:39.000Z,0
512323,Super easy to use and offer a lot of freebies.,5,100023*********086455,A Google user,2.76.05,2021-09-10T07:30:43.000Z,0
317654,Super natural,5,100023*********091739,A Google user,2.62.08,2020-11-11T03:19:38.000Z,0
288187,Sobra n ang tagal ng pag hihintay pls Lord help me and some like me 9,4,100023*********109254,A Google user,,2020-10-01T03:05:19.000Z,0
630593,"Dito nalang ako mag shopping sa Amin, halos preho nalang din Naman presyo kung Hindi na makakagamut both free shipping and coin vocher.",1,100023*********117122,A Google user,2.86.09,2022-04-19T02:16:17.000Z,0
12011,love it,5,100023*********118343,A Google user,,2018-03-26T18:47:48.000Z,0
336041,Jjui,4,100023*********149084,A Google user,2.61.32,2020-12-03T14:48:17.000Z,0
619148,Amazing many low price of items,5,100023*********153845,A Google user,2.84.31,2022-03-22T18:47:49.000Z,0
684,Good app,5,100023*********154973,A Google user,2.1.90,2016-02-16T06:15:10.000Z,0
618156,practically amazing👍👍👍,5,100023*********173614,A Google user,2.84.31,2022-03-21T10:38:23.000Z,0
260536,Shopee helps me find the things that I want to buy especially this time that I stay most of the time at home.,5,100023*********179109,A Google user,2.59.30,2020-08-20T13:30:32.000Z,0
228943,I changed my rating because I got unbanned,5,100023*********186925,A Google user,2.56.05,2020-07-09T08:05:17.000Z,0
572085,Nice and useful apps,5,100023*********187181,A Google user,2.80.15,2021-12-25T13:35:26.000Z,0
36962,nice apps ... depende sa seller,5,100023*********193823,A Google user,2.29.11,2019-03-01T13:51:46.000Z,0
526164,Works as intended!,5,100023*********232896,A Google user,2.77.32,2021-10-06T01:39:34.000Z,0
630474,Shopee damot na sa fs voucher ah,1,100023*********245544,A Google user,2.86.09,2022-04-19T00:28:16.000Z,1
563272,Nice,5,100023*********247042,A Google user,,2021-12-12T02:54:56.000Z,0
589840,Bwiset na Customer Service nyu yan hndi ayaw sumagot gusto ko i refund yung kinain saking balance sa sa shopee pay nabawasan pero diko na received yung load anu yan scammer narin kayu,1,100023*********260422,A Google user,2.82.06,2022-01-24T09:25:19.000Z,0
341254,Nc and accommodating,5,100023*********266770,A Google user,2.61.11,2020-12-09T14:47:39.000Z,0
580127,Amzing,5,100023*********363548,A Google user,2.81.30,2022-01-06T08:56:14.000Z,0
33892,better than lazada,5,100023*********375408,A Google user,,2019-02-01T05:59:10.000Z,0
190815,"Very easy to use and have good discount offers, just need to focus more in verifying the legit sellers and disciplining the bad costumer service sellers.",4,100023*********383974,A Google user,2.55.08,2020-05-20T02:38:42.000Z,0
89136,💞💕,5,100023*********386928,A Google user,2.45.51,2019-11-07T07:12:18.000Z,0
724602,Good as always,5,100023*********395482,A Google user,2.58.20,2023-02-06T05:08:20.000Z,0
425261,"I cant use the shopee up! Every time I'm trying to click ""me"" to check my orders It just say ""Oops!!. An error has occurred :-("" Mygosh I have pending orders and I cant even track it. I already sent email to customer service email but it says it will take 3-4days! I cant ask some help at the customer service inside the app as well! This is ridiculous!",1,100023*********395699,A Google user,2.69.20,2021-04-15T14:30:19.000Z,273
400838,Very nice application no need to shop outside easy transaction.,5,100023*********396006,A Google user,2.67.21,2021-03-06T05:21:03.000Z,0
511792,"I love this app i can find everything in here ,Just search whatever you want and it will show you. Also you can choose any cheaper items.",5,100023*********396045,A Google user,2.75.62,2021-09-09T12:53:02.000Z,2
508278,Happy to shopee,5,100023*********418364,A Google user,2.75.41,2021-09-02T10:35:17.000Z,0
69023,it's good,5,100023*********425828,A Google user,2.42.40,2019-10-11T03:57:17.000Z,0
6295,Nice selling,5,100023*********438767,A Google user,2.14.20,2017-09-22T04:26:24.000Z,0
465906,Love it but sometimes its a scam,5,100023*********461002,A Google user,2.72.16,2021-06-21T13:52:06.000Z,0
19708,"Pls fix your app the images doesnt show up,its hard to shop",2,100023*********481629,A Google user,2.26.18,2018-08-22T01:21:45.000Z,0
166123,Nice,5,100023*********490838,A Google user,2.51.20,2020-03-11T16:32:06.000Z,0
709037,Unforgettable,5,100023*********500742,A Google user,2.95.49,2022-11-29T13:26:46.000Z,0
179096,I love shopee,5,100023*********512532,A Google user,2.54.16,2020-05-04T20:08:21.000Z,0
445657,Excellent,4,100023*********522486,A Google user,2.71.10,2021-05-20T02:48:12.000Z,0
114088,Easy to get along with others,5,100023*********544738,A Google user,,2019-12-08T09:46:41.000Z,0
748565,Highly recommended,5,100023*********546845,A Google user,3.04.10,2023-07-04T23:19:25.000Z,0
415846,Salamat shoppee,5,100023*********554078,A Google user,2.68.11,2021-03-31T04:55:32.000Z,0
448075,Maganda sa shopee kc pag nag order kmi thru online from manila to samar area in good condition unlike other mensan damege ang product.,5,100023*********564976,A Google user,2.71.15,2021-05-24T11:11:30.000Z,0
119852,"Easy, inexpensive, and fast shopping. Lazada beware of shopee.",5,100023*********566923,A Google user,2.47.31,2019-12-14T07:30:01.000Z,0
754556,sooooooooooo gooooooooooooddddddddddd,5,100023*********585084,A Google user,3.06.12,2023-08-02T14:31:41.000Z,0
581170,GANDA,5,100023*********590322,A Google user,2.74.17,2022-01-08T01:55:50.000Z,0
777924,suddenly my order was cancelled/delivery unsuccessful even tho i didn't receive any calls or msg from the delivery.,1,100023*********619795,A Google user,3.11.07,2023-10-29T07:56:12.000Z,0
43793,"it keeps on texting that it will arive today. just like when I bought a phone case, 12Go texted it will come yesterday but it didn't... Im disappointed..😔😔",4,100023*********632140,A Google user,,2019-05-11T05:38:42.000Z,0
158504,Excellence,5,100023*********634807,A Google user,2.51.20,2020-02-28T09:35:54.000Z,0
243447,super slow site,2,100023*********661672,A Google user,2.58.20,2020-07-29T19:27:15.000Z,0
707561,Mas mura sa Shopee. Salamat Shopee 🧡❤️,5,100023*********712437,A Google user,2.95.47,2022-11-23T01:57:59.000Z,0
204223,"I am somewhat dissappointed. Why the app's way too slow to response? I have good gb memory and refreshes every minute to optimized running apps but the problem still exist. Honestly, Lazada is way better to enjoy online shopping. Honestly.",1,100023*********730256,A Google user,2.56.05,2020-06-04T06:22:28.000Z,2
16697,It is realy goog,5,100023*********790242,A Google user,,2018-06-26T07:52:01.000Z,0
618965,Legit,5,100023*********805750,A Google user,,2022-03-22T09:41:09.000Z,0
643544,How to get Sloan from shoppeee,4,100023*********818086,A Google user,2.70.12,2022-05-18T13:07:58.000Z,0
698740,"A very very irritating app,so very annoying, its like a flies popping on other apps...",1,100023*********831192,A Google user,,2022-10-12T13:32:31.000Z,0
364227,wowow,5,100023*********839618,A Google user,2.64.13,2021-01-06T09:58:46.000Z,0
776326,Good and fast,5,100023*********909487,A Google user,3.11.07,2023-10-22T14:54:44.000Z,0
698316,Thank you,5,100023*********992624,A Google user,2.94.15,2022-10-10T21:47:17.000Z,0
229811,For me maganda Naman po ang mga narerecieve kung mga items at ang bilis pa ng delivery.thanks shopee God bless you all.,5,100024*********011644,A Google user,2.57.13,2020-07-10T12:48:14.000Z,0
17318,wala finish na ung wrong item and wrong size. never again.,1,100024*********033811,A Google user,,2018-07-09T06:22:59.000Z,1
541770,Great online store..I can buy anything you want and delivered to your own home.,5,100024*********067048,A Google user,2.78.41,2021-11-03T07:18:52.000Z,0
596381,Mabilis ang deliver. ..ok naman ang product..thank you shoppe and sanagdeliver..☺️☺️☺️,5,100024*********072652,A Google user,2.82.30,2022-02-06T12:08:32.000Z,0
439067,"im happy to have app shopee no.1 I'd like,, nice choice to ordered anything i need i got it,, and i would like to thanks that i have shopee apps so helpful for us,, i think i choose the best apps tha i have shopee is the best apps 💯 persent i got my order so fast at so good,, i got my choices items thats why i happy to have shopee apps its my good options to order anything in shopee apps,,",5,100024*********092829,A Google user,2.70.11,2021-05-09T02:54:45.000Z,0
655717,"I don't have problems with this app. With vouchers, you don't have to search coz it's right there to click. Most of the shopee products has a minimum shipping of 40php and sometimes it's all free. And you can use the ShopeePay to send money without extra charge. All the best in an app! 😊 Blessings on you!",5,100024*********094899,A Google user,2.88.41,2022-06-13T06:11:00.000Z,6
734795,Excellent,5,100024*********096913,A Google user,2.99.29,2023-04-09T01:52:27.000Z,0
382632,Good,5,100024*********099223,A Google user,2.63.19,2021-02-03T08:07:03.000Z,0
78873,If you are fond of shopping online this is the app for you.,5,100024*********117873,A Google user,2.45.51,2019-10-23T00:21:15.000Z,0
482481,Enjoy,1,100024*********122795,A Google user,,2021-07-18T02:27:01.000Z,0
36457,"the way i question to the owner or chat with them , there answer is not helpful and hard to understand the way i want help from them , please be humble and try to understand what customer trying to ask or need help from us.",5,100024*********136317,A Google user,2.34.12,2019-02-25T08:28:16.000Z,1
266111,PAANO po ba mag laro sa piso game 😂😂 hirap manalo at also thankyou sa mabilis na pagdeliver.sa lugar namin salamat SHOPEE.,5,100024*********147439,A Google user,,2020-08-28T14:20:30.000Z,0
403900,Buy at your own risk.Mura po items pero pagnagkaproblema si buyer dto.Hugas kamay lagi c shopee.kahit mga courier nila wala cla proper coordination.Puro race race to higher ops lang sagot nila.Pagnagkqproblema ka sa seller good if makkpagcoordinate sau si seller pero pag hindi thank you.Pag nagkaproblema ka sa courier nila reconsider tawag ka mismo sa courier dahil walang magagawa customer service ni shopee d ka nila tutulungan worst case scenario ikaw pa ib blame at magiging mali.,1,100024*********170603,A Google user,2.67.21,2021-03-11T02:27:35.000Z,0
350075,shoppe hahah,1,100024*********204849,A Google user,2.59.10,2020-12-17T23:49:44.000Z,0
654484,done,5,100024*********205274,A Google user,2.88.40,2022-06-10T06:53:15.000Z,0
461851,So far so very nice... Wla p aq item n defctive or incomplte...very satisfy,5,100024*********216517,A Google user,2.72.14,2021-06-15T11:48:41.000Z,0
8614,Very useful... I use it for business.,5,100024*********229163,A Google user,2.17.05,2017-12-05T05:32:15.000Z,1
290894,"Nice shirts,excellent quality.",5,100024*********238304,A Google user,2.58.20,2020-10-06T00:35:27.000Z,0
651084,"panget na ng shopee, mga kurakot na ata ang raming pangit na sa app di naman magamit yung welcome vouchers, tapos bawal 2 vouchers, tas may admin fee pa sa cash in, and ang raming times na laging error sa paggamit ng vouchers panget mo na shopee kadiri",1,100024*********242539,A Google user,2.88.23,2022-06-05T22:05:04.000Z,1
530926,I Love It☺️😊,5,100024*********337478,A Google user,2.77.32,2021-10-14T11:37:36.000Z,0
356658,"one of my fav app, masakit nga lang sa bulsa HAHAHAHA",5,100024*********358501,A Google user,2.64.13,2020-12-26T12:08:42.000Z,0
134196,Best shopping online ever!,5,100024*********390576,A Google user,2.49.20,2020-01-08T10:05:43.000Z,0
483035,Maganda Sya Kase makakabili ka ng mura .,5,100024*********402853,A Google user,2.73.10,2021-07-19T03:36:54.000Z,0
4060,.i like this,5,100024*********460723,A Google user,,2017-06-07T08:47:09.000Z,0
661714,This app is very accomodating,5,100024*********551301,A Google user,2.86.11,2022-07-01T12:41:50.000Z,0
126118,MATAGAL DELIVERY!! USELESS YUNG SALE NYO NUNG 12.12 KUNG WALANG UPDATE SA PARCEL NAMIN. KAHIT MALAPIT YUNG HUB SA AREA KO DI MAN LANG NADDELIVER ALMOST 2 WEEK NA ITEMS KO,1,100024*********598155,A Google user,2.48.25,2019-12-22T06:48:45.000Z,0
336856,Its good app,5,100024*********617026,A Google user,,2020-12-04T12:51:32.000Z,0
