review_text,content_stem,review_rating,target
very good apps 👍 you can enjoy here to buy stuff and they really hava a good accommodation to all users,good app enjoy buy stuff realli hava good accommod user,5,0
"there's a scared feeling that items will deliver not the same or incomplete, not new. i received several items which gave me sadness and madness because, there's an item not working,incomplete accessories,reported it to seller and shoppee management but i only received partial refund and not full. i also received opened item, item is not safely packed. it is intentionally tried to sent by the bad seller. problem here is no action from shoppee management. haven't recvd response frm my complaints.",scare feel deliv incomplet new receiv sever gave sad mad work incomplet accessori report manag receiv partial refund full also receiv open safe pack intent tri sent problem action manag recvd respons frm complaint,3,1
wow great,wow great,5,0
i'm not sure why recent updates made it hard for me to see messages from the seller. i see the notifications but when i clicked on it the new message wont appear. also it happens when im trying to send a message to the seller it wont load it takes forever and the app crashes. help,sure recent updat made hard see messag see notif click new messag wont appear also happen im tri send messag wont load take forev crash help,3,1
great shoppee meron lng bogus sellers minsan,great meron lng bogu,4,0
hassle and stupid. every turn leaves no option. lack of instructional documentation. i made some errors and want to undo them but this app wouldnt let me.,hassl stupid everi turn leav option lack instruct document made error want undo wouldnt let,1,1
good online business,good onlin busi,5,0
maganda naman po,maganda po,4,0
i think its more affordable and very easy to shopping.. no more hassle..,think afford easi shop hassl,5,0
satisfied much 😁,satisfi much,5,0
tagal ng shipping. lalo sa shopee express. try another online shopping app. thumbs down to shopee,tagal ship lalo express tri anoth onlin shop thumb,1,1
its work good for me,work good,4,0
gusto ko sumali,sumali,5,0
i have a good experience!,good experi,5,0
salamat shopee sana kame naman manalo,salamat sana kame manalo,5,0
"i havent used any free shipping vouchera this 2.2 sale but i cant use any free shipping, even it offers free shipping min spend of 0 , still no vouchera available",havent use free ship vouchera sale cant use free ship even offer free ship min spend still vouchera avail,3,1
good deliver and quality,good deliv qualiti,5,0
thank you shopee..,thank,5,0
it's good online shop .. ang problema may seller na di maganda ang pinapdala at mali ang items,good onlin shop problema maganda pinapdala mali,5,0
good performance,good perform,5,0
useful,use,5,0
very helpful,help,5,0
verifying an account is too complicated. i just want to order some food for my pet 🤦,verifi account complic want order food pet,1,1
"bring back our stackable vouchers please!!! 🥺🥺🥺 i switched to shopee because of this feature. if it won't be back, i'll go look for another shopping app.",bring back stackabl voucher pleas switch featur back go look anoth shop,1,1
imo,imo,5,0
great app,great,5,0
"suki kopo talaga ang shopee kasi lahat nang inorder ko ,ok na ok po lahat!",suki kopo talaga kasi nang inord ok ok po,5,0
almost of the seller are very accomodating 👍,almost accomod,5,0
fast delivery and accomodating ang mga sellers,fast deliveri accomod,5,0
the recent update in notification sound (shouting shop ganern) is very irritated and create disturbance during meeting.,recent updat notif sound shout shop ganern irrit creat disturb meet,1,1
"1st time to buy at shopee, on payment details, i inputted my cc details and verified with bpi otp code, but the app suddendly froze and now i don't know what happened to the transaction. no other details in my account. this is frustrating as i'm not sure now whether i was charged or not, will have to wait for monday so i can call my bank and shopee since their consumer hotline is not available 24/7. lazada app is way better. never again.",st time buy payment detail input cc detail verifi bpi otp code suddendli froze know happen transact detail account frustrat sure whether charg wait monday call bank sinc consum hotlin avail lazada way better never,1,1
it's really good apps but please give voucher of free shipping without shoppeepay it useless for user.,realli good app pleas give voucher free ship without shoppeepay useless user,3,1
i enjoyed shopping,enjoy shop,5,0
"wala bang shipping sa lbc? ,😞",wala bang ship lbc,1,1
wg kau panay ads,wg kau panay ad,1,1
mabilis ang ship,mabili ship,5,0
maganda sana mag shop kaso sobrang lag i wonder if sa phone ko lang or sa shoppe app. 😩,maganda sana mag shop kaso sobrang lag wonder phone shopp,2,1
"this app should proivde a delivery date, could be an estimated delivery date or guaranteed delivery date right after we purchade the items.",proivd deliveri date could estim deliveri date guarante deliveri date right purchad,4,0
same as i can't open the app now. the app just exit after few seconds and i try to reinstall and not openning now. i'm trying to open the app to update about i ordered because also my added to cart and my order had deleted.,open exit second tri reinstal open tri open updat order also ad cart order delet,1,1
maganda sya,maganda sya,3,1
sulit sa lahat nq reseller 😊 salamat shopee😙😙 sana tuloy2x lnq unq maqandanq service nyo.. good bless all😇😇,sulit nq resel salamat sana tuloy x lnq unq maqandanq servic good bless,5,0
this my first time to use this aps....,first time use ap,5,0
so far it's good. i just hope shopee will give more free shipping sitewide vouchers or lower shipping fee. thank you 😉,far good hope give free ship sitewid voucher lower ship fee thank,4,0
kumita rin ako sa kanya,kumita rin,5,0
i actually enjoying shopee. so convenient to shop. hehe. keep it up shopee. my big thumps are yours 👍,actual enjoy conveni shop hehe keep big thump,5,0
tskkk delay delivery,tskkk delay deliveri,1,1
why i cant use my number to all shoppee account,cant use number account,1,1
amazing ! :),amaz,5,0
nicee,nice,5,0
better than lazada 🙂,better lazada,5,0
hotdog,hotdog,5,0
no. 1 talaga.💞,talaga,5,0
"i enjoy using the app, very convenient.",enjoy use conveni,5,0
wonderful and amazing! keep up the good work everyone!,wonder amaz keep good work everyon,5,0
i like it 😊👍,like,5,0
very convinient... easy to use... you can find almost everything/anything that you need plus there are lots of sellers that offers a cheaper price...hoping for more free shippings and discount vouchers💗😸,convini easi use find almost everyth anyth need plu lot offer cheaper price hope free ship discount voucher,5,0
super happy kc wala p ako natanggap n palpak n mga order ko.kya happy ako sa shopee.,super happi kc wala p natanggap n palpak n order kya happi,5,0
gives you an update when needed.,give updat need,5,0
"i ordered a dress for my daughter's costume on new year's eve. its her 1st new year btw. unfortunately, she can not wear them anymore. because you took so long to deliver the item. seller shipped the item a week after i checked out. and courier took forever to deliver. what a poor service. indeed!",order dress daughter costum new year eve st new year btw unfortun wear anymor took long deliv ship week check courier took forev deliv poor servic inde,1,1
shopee helps me find the things that i want to buy especially this time that i stay most of the time at home.,help find thing want buy especi time stay time home,5,0
sobrang nakaka dissappoint ksi sobrang bagal ng delivery tsaka ung ibang seller parang hindi naman legit parang makapag send lng ng item tapos parang wla namang respond ..... sana paki fix naman ung sobrang tagal na delivery nakaka inis ksi d mo alam kung pinoprocess ba ung order o hindi sa sobrang tagal..... tsaka paki tanggal na din ung mga seller na parang wlang balak mag respond sa mga buyer ng item ksi naaapektuhan pati ung mismong shopee ...un lng salamat po,sobrang nakaka dissappoint ksi sobrang bagal deliveri tsaka ung ibang parang legit parang makapag send lng tapo parang wla namang respond sana paki fix ung sobrang tagal deliveri nakaka ini ksi mo alam pinoprocess ba ung order sobrang tagal tsaka paki tanggal ung parang wlang balak mag respond buyer ksi naaapektuhan pati ung mismong un lng salamat po,1,1
less expenses sa pagbili sa mga store.pero dpt marunong lang pumili ang oorder dito. at ingat sa mga scamer at fake order sa shopee,less expens pagbili store dpt marunong pumili oorder ingat scamer fake order,5,0
"ok po yung app, very helpful po. ,,mejo natatagalan lang ako,dahil first timer😅 thank you shoppee❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😇 😊❤️❤️❤️❤️❤️❤️❤️😊😊😊😊😊😊😊😊❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤ more promos anf freeshipping po!🙏 god bless!😘",ok po help po mejo natatagalan first timer thank promo anf freeship po god bless,5,0
ang saya. add to cart lang ng add to cart. nakakainip lang mag intay dumating,saya add cart add cart nakakainip mag intay dumat,5,0
verry nice i like it,verri nice like,5,0
cod,cod,5,0
super ganda ng apps,super ganda app,5,0
thankyou for thr services,thankyou thr servic,4,0
sarap mamile haha dami ko na nabili salamat shopee,sarap mamil haha dami nabili salamat,5,0
goodjob shoppee,goodjob,5,0
thankyou & godbless,thankyou godbless,5,0
okeh okeh,okeh okeh,5,0
thank you very much shopee for the good service and smooth transition 😍❤️,thank much good servic smooth transit,5,0
perfect for stay at home moms.,perfect stay home mom,5,0
"everytime i type in the search box it says sorry, something went wrong. when you click to check tracking status, it says, sorry something went wrong again. your app is full of bugs",everytim type search box say sorri someth went wrong click check track statu say sorri someth went wrong full bug,2,1
salamat shopee 😊,salamat,5,0
it's good shopping app,good shop,5,0
ganda ng shopee never pang na failed order ko. di gaya ng iba dyan. satisfied user ako ng shopee kaya 5 star .good job,ganda never pang fail order gaya dyan satisfi user star good job,5,0
happee pee with shopee,happe pee,5,0
"thank you shoppe ang ganda ng mga item nyo,",thank shopp ganda,5,0
superb!,superb,5,0
i'm very happy about the shopee..,happi,5,0
thank you. you helped me and my family financially. the only source of my income since dec 2016.,thank help famili financi sourc incom sinc dec,5,0
astig subra..,astig subra,5,0
nice daily products,nice daili product,4,0
yey,yey,5,0
i enjoy shopping in shopee,enjoy shop,5,0
i am satisfied..shopee is the best for me,satisfi best,5,0
wow.... so much love for this app... the only online shop that delivers products/items bound to basilan.... thank you....,wow much love onlin shop deliv product bound basilan thank,5,0
i recommend this online shop,recommend onlin shop,5,0
nice ang mga product,nice product,5,0
smooth experience,smooth experi,5,0
one ka lang sakin wala ka naman free coins,one sakin wala free coin,1,1
vs,vs,5,0
not sure,sure,2,1
downsizing your workforce just to get a traidor na endorser? enabling enablers? yikesssa kadiri,downsiz workforc get traidor endors enabl enabl yikesssa kadiri,1,1
sometimes shopee app hanged,sometim hang,5,0
beautiful product,beauti product,1,1
ill give 4 star because you did not give me a big rewards,ill give star give big reward,4,0
i hate your app specialy your worst add,hate speciali worst add,1,1
good job 🥰❤,good job,5,0
superb and fast,superb fast,5,0
it's advertisements are irritating even when opening other apps,advertis irrit even open app,1,1
so very happy ordering with shopee,happi order,5,0
excellent service 👍👍,excel servic,5,0
ganda gagi,ganda gagi,5,0
"can't check out product, it always say please reload the app again",check product alway say pleas reload,1,1
happy and good,happi good,5,0
good quality of product,good qualiti product,5,0
thank u shopeee.....,thank u shopee,5,0
"maganda na sana dito kase very useful and convient. ang nakakainis lang dito yung mga voucher's ko ndi naman magamit, na eexpired lang. tapos halimbawa yun item mo napaka baba lang ng price, mas mahal pa yung sf kesa sa item. sana pag ganon free sf na lang.",maganda sana kase use convient nakakaini voucher ndi magamit eexpir tapo halimbawa yun mo baba price ma mahal sf kesa sana pag ganon free sf,3,1
ang ganda ng apps na to..,ganda app,5,0
worst.you better close.i am switching to lazada🙄,worst better close switch lazada,1,1
great place to look for things i need often which i can't find in brick and mortar shops,great place look thing need often find brick mortar shop,5,0
easy to use and lots of sales. 👌,easi use lot sale,5,0
good shoooopiiing😁,good shoooopii,3,1
ganda ng app na to ganda talag,ganda ganda talag,1,1
waw so god a gadget,waw god gadget,5,0
well...its ok for me,well ok,4,0
good experience,good experi,5,0
i like it so much,like much,4,0
princessgallarin,princessgallarin,5,0
nice nice nice🌠🌠🌠🌠🌠👍,nice nice nice,5,0
enjoying this app so far,enjoy far,5,0
"it's so nice , nakakabudol hahaha",nice nakakabudol hahaha,5,0
great app! really convenient. thank you!,great realli conveni thank,5,0
"low and affordable prices, fast delivery.  i love it",low afford price fast deliveri love,5,0
di na pwede sabay yung free shipping at voucher.,pwede sabay free ship voucher,1,1
"great app, many stocks but shipping fee can be lowered",great mani stock ship fee lower,4,0
shopee apps is amazing. hope the contents/sellers can be honest and truth on their ads.,app amaz hope content honest truth ad,5,0
"i love this online shopping. so much of variation of products, cashbacks, points and free shipping. friendly user. thank you shopee!",love onlin shop much variat product cashback point free ship friendli user thank,5,0
good evening guys,good even guy,5,0
i love these app,love,5,0
before you can apply multiple voucher like free shipping and discount or cashback but now it only allow you to choose one. hoping you can bring that back coz that brings customers excitement while shoppin. but before that happen settle to this 1 star rating for now. hoping other users can read this so they can also give you 1 star rating so that you guys can bring that update back.,appli multipl voucher like free ship discount cashback allow choos one hope bring back coz bring custom excit shoppin happen settl star rate hope user read also give star rate guy bring updat back,1,1
haha,haha,1,1
shopee prizes is a scam. you are displaying prizes in the games that you dont wanna fckng give away. bllsht,prize scam display prize game dont wanna fckng give away bllsht,5,0
very nice 👸,nice,5,0
hello good morni g mery christmass and a happy new year shoppe,hello good morni g meri christmass happi new year shopp,5,0
i am really satisfied with this app. so great to use !,realli satisfi great use,4,0
very affordable products. love the free shipping...tnx shopee,afford product love free ship tnx,5,0
becoming worst.,becom worst,1,1
good😀😀😁😁😁,good,5,0
cheaper items and lots of discounts and vouchers plus free shipping.,cheaper lot discount voucher plu free ship,5,0
5stars,star,5,0
the best shopping app in philippines i've used so far. it's literally having a lot of great things that benefits the users.❤️,best shop philippin use far liter lot great thing benefit user,5,0
lazy guys who want to search things while at home.,lazi guy want search thing home,5,0
i wanted to use the free shipping voucher and save money but shoppe doesn't let me get free shipping i met the minimum spend of the free shipping voucher and it still doesn't work i keep retrying it doesn't work it always says that the voucher is going to expired but it doesn't let me use it fix your app cause i feel like its a bug some what reason,want use free ship voucher save money shopp let get free ship met minimum spend free ship voucher still work keep retri work alway say voucher go expir let use fix caus feel like bug reason,1,1
after a long uploading of receipts and typing a message just to refund a product i'm just gonna spend almost 4x the amount i payed just to return??? it's not my fault the seller gave me a wrong product! it seem they do this on purpose just to double order. can't you just take the faulty product like gow you deliver the product???,long upload receipt type messag refund product gonna spend almost x amount pay return fault gave wrong product seem purpos doubl order take faulti product like gow deliv product,1,1
"shopee has improved a lot. last time i stop buying from shopee and shift to lazada. shopee is much safer for me in terms of shopping, payment, and products.",improv lot last time stop buy shift lazada much safer term shop payment product,5,0
so far so good shoppeeeeee! pero sana ung details at information ng mga buyer ayy ma protect kase dame scammer ehh magtataka ka na lang may order ka kahit dka naman nag order !! sana ma ayus !!,far good shoppeeeee sana ung detail inform buyer ayi protect kase dame scammer ehh magtataka order dka nag order sana ayu,5,0
shopee is a really good app you can get anything from it at home,realli good get anyth home,5,0
madaling mahanap ung mga gusto mung items na oorderin higit sa lahat mura ung shipping if lagi ka makakuha ng vouchers masaya kc d kna mgpapagod just load lng mhakakorder kna,madal mahanap ung mung oorderin higit mura ung ship lagi makakuha voucher masaya kc kna mgpapagod load lng mhakakord kna,5,0
pleasure,pleasur,5,0
very nice app 😁,nice,5,0
trusted seller..expect more orders to come😊👏,trust expect order come,5,0
just testing ur appn,test ur appn,3,1
great app!,great,5,0
bruh the apps does show in home screen and if you wanna open the app you need to go to play store to open it,bruh app show home screen wanna open need go play store open,1,1
a good online shopping app with games ❤ i love it.,good onlin shop game love,5,0
thank you godbless always 💖,thank godbless alway,5,0
"low connection. hirap mag log in. super bagal mag loading. yan po ang totoo nahihirapan na ako mag log in and order. dati super smooth, pero now hindi na. paki ayus naman ng serbisyo niyo",low connect hirap mag log super bagal mag load yan po totoo nahihirapan mag log order dati super smooth paki ayu serbisyo niyo,1,1
"the items are cheap and so tempting to order.. at first the delivery realy fails me way over the time to deliver, but since time pass by now it is so convenient to order with shopee. thanks.",cheap tempt order first deliveri reali fail way time deliv sinc time pass conveni order thank,4,0
ok naman medyo matagal lng delivery,ok medyo matag lng deliveri,4,0
sana po sa susunod pag naka rami na ng order may pang full draw na sa codm jok😊😆,sana po susunod pag naka rami order pang full draw codm jok,5,0
"cancellation was impossible for ""fulfilled by shopee"" orders!",cancel imposs fulfil order,1,1
happy😊 l,happi l,5,0
great app for buying almost anything you can think of!,great buy almost anyth think,5,0
usefull na app.thanks shopee,useful thank,4,0
ofw,ofw,5,0
very nice 👍,nice,4,0
maraming mura products pero mahal ang shipping fee,maram mura product mahal ship fee,5,0
i really recommend this apps especially to the agent who assist me for all my inquiry. kudos to noel j who resolved my problem on my account. thank you shopee ph,realli recommend app especi agent assist inquiri kudo noel j resolv problem account thank ph,5,0
ganda ng apps. basic lang gamitin at mura pa mga item.,ganda app basic gamitin mura,5,0
high quality item and offer discounts💕💕💕,high qualiti offer discount,5,0
"very nice, good and cool",nice good cool,5,0
"it really helped a lot.. less hassle, thanks for the vouchers!♡",realli help lot less hassl thank voucher,5,0
ang hirap ng refund pag na receive mo na .maraming bugos seller sa app na to pero hinahayaan lng nila.,hirap refund pag receiv mo maram bugo hinahayaan lng,1,1
very dissapointing,dissapoint,1,1
all the things you need you can find it here..very affordable and accomodating sellers😊,thing need find afford accomod,5,0
very acomadating seller,acomad,4,0
sobrang gaganda at nagugustuhan ko talaga lahat ng order ko dito ..,sobrang gaganda nagugustuhan talaga order,5,0
it is realy goog,reali goog,5,0
i dont have experience of this store but this store its so beautiful all item😊❤️,dont experi store store beauti,5,0
putang inang shopee to ni log out account ko. ngayon d na ako mka log in pota!!!,putang inang log account mka log pota,1,1
panget na nito hahahaha bagal masyado,panget hahahaha bagal,1,1
very satisfied,satisfi,5,0
super ganda wala ako masabi hahhahahhaah,super ganda wala masabi hahhahahhaah,5,0
where is the free shipping??? it says p50 off but when we click the voucher it only less p36 pesos in the shipping!!! wth?!,free ship say p click voucher less p peso ship wth,1,1
super nice and cool app!,super nice cool,5,0
fast delivery ! 🤜🤛❤️,fast deliveri,5,0
maganda ang naging. experience ko,maganda experi,3,1
scammer,scammer,5,0
i enjoyed shopping.,enjoy shop,5,0
salamat shoppee.. pahingi ng maraming free shipping at discount,salamat pahingi maram free ship discount,5,0
budol palagi pero worth it,budol palagi worth,5,0
super happy shopping kay shopee no hassle and no need to go out..👍🏻👍🏻👍🏻thanks shopee,super happi shop kay hassl need go thank,5,0
hindi mahirap umorder.minsan lag...dahil cguro sa signal..pero all in all ok cya gamitin na app ..kaya 5 star kayo sakin..,mahirap umord lag cguro signal ok cya gamitin star kayo sakin,5,0
"magsara na kayo! tagal-tagal dumatin ng order, ilang linggo pa aantayin",magsara kayo tagal tagal dumatin order ilang linggo aantayin,1,1
ubos,ubo,5,0
"flawed system. i used shopeepay thinking they would gurantee my money's security. i was met with a seller who didnt want to ship my order and was holding my payment hostage. ideally, the system would auto cancel the order since it's way past the allowed ship date, but no. cs cant do anything about it, they have no means of releasing my money and refunding me. it was a waste of time. you are better off using cod or just use lazada.",flaw system use shopeepay think would gurante money secur met didnt want ship order hold payment hostag ideal system would auto cancel order sinc way past allow ship date cs cant anyth mean releas money refund wast time better use cod use lazada,1,1
i love the free shipping and discounts. i can buy more things for affordable price thankyouuu!!!,love free ship discount buy thing afford price thankyouuu,5,0
nice customer care,nice custom care,5,0
nakakatuwa sa shopee madami pa vouchers :),nakakatuwa madami voucher,5,0
very good for first timer like me....free 30 pesos load and more just downloading this amazing app....good job...hoping for new exciting opportunity to win some games.,good first timer like free peso load download amaz good job hope new excit opportun win game,5,0
basta maganda,basta maganda,5,0
thank you sooo much,thank sooo much,5,0
"i got my self a ps4 pro with game bundle for only 15,000 pesos",got self ps pro game bundl peso,5,0
love this app!,love,5,0
so convenient and so easy to use and to go shopping.,conveni easi use go shop,5,0
"napakagandang app. kakinakinabang talaga lalo na sa tulad kong breastfed mom na walang time magshopping dahil di maiwan iwan si baby saka ayaw matulog sa kama, gusto duyan² lng.",napakagandang kakinakinabang talaga lalo breastf mom time magshop maiwan iwan si babi saka ayaw matulog kama duyan lng,5,0
excellent. save your time and energy. yung ibang seller scammer 😊,excel save time energi ibang scammer,4,0
may seller manloloko din pala sa shopee,manloloko pala,3,1
"the app has not been working for 2 days now.. it says ""server error"" when you go to your order history, your cart and even in shopee coins.. it also displays a high number of notifications but when you open it, the number of notifications present is way less than the number shown..",work day say server error go order histori cart even coin also display high number notif open number notif present way less number shown,1,1
"why do my account/device got banned, i didn't even order a single item",account devic got ban even order singl,1,1
very satisfying app and enjoying ordering on this app and a very friendly price,satisfi enjoy order friendli price,5,0
super enjoy and usefull using this app that can be easy to buy anything i want. keep safe.,super enjoy useful use easi buy anyth want keep safe,5,0
worst app!! worst customers service 😓💔,worst worst custom servic,1,1
naubos ipon ko :((,naubo ipon,3,1
"so far, sa daming beses na kong nag order, satisfied po ako.. thanks 😊",far dame bese nag order satisfi po thank,4,0
it is nice app and i love it the discounts,nice love discount,5,0
shopee still has the worst customer service. dispute was not returned. app has a lot of lags. im still not recommending. i hope there will be q new platform that will arise that is better than this.,still worst custom servic disput return lot lag im still recommend hope q new platform aris better,1,1
nice apps 😊,nice app,5,0
happy nd satisfied shopper here ❤,happi nd satisfi shopper,5,0
products are very affordable,product afford,5,0
happy much,happi much,5,0
well done,well done,5,0
easy!,easi,5,0
perfect. better than lazada,perfect better lazada,5,0
"please fix the load and bills it always says "" an error has occured please try again later""",pleas fix load bill alway say error occur pleas tri later,1,1
excellent application.,excel applic,5,0
i hate shoppee because of ads please remove the ads,hate ad pleas remov ad,1,1
love it😊😊😊,love,5,0
"iss gooddd, but iss good periodt.",iss gooddd iss good periodt,5,0
"really love this app! thank you so much shopee for being such a great platform for us, online shoppers! 💞",realli love thank much great platform us onlin shopper,5,0
tankyou shoope,tankyou shoop,4,0
i love shoppee😊😊😍,love,4,0
nice & great aps...5star to me,nice great ap star,5,0
i like shoppe mura na shipping mabilis pa at sulit products,like shopp mura ship mabili sulit product,5,0
very good app for us lazy humans. hahaha,good us lazi human hahaha,5,0
nakakainis customer service niyo. sellers and items. not using this app ever again.,nakakaini custom servic niyo use ever,1,1
verry nice ma bilis,verri nice bili,5,0
affordable shopping,afford shop,5,0
perfect for shopping,perfect shop,5,0
they have a bundle deal and very affordable product.,bundl deal afford product,5,0
"been using this app for years now and so far, the services are good. i'm quite satisfied with my purchases..",use year far servic good quit satisfi purchas,5,0
so legit,legit,5,0
i really like this online shop..,realli like onlin shop,5,0
i love the coins and cash backs.. i always have a discount in all that i buy because of the coins i received from previous purchase.,love coin cash back alway discount buy coin receiv previou purchas,5,0
the best!!!,best,5,0
"i always updated my shopee but why i can not place order my orders now i tried many account but still can not,? not like before its fast , i tried to uninstall it then install again but its the same i still cant order",alway updat place order order tri mani account still like fast tri uninstal instal still cant order,1,1
"ang pangit na ng courier nyo. dapat sna kagaya nung dati na nag tetext muna sila. ngaun ora mismo yung mga rider di nman nag sasabi kung mag dedeliver sila nung araw na yun. tpos, gagawin pa akong sinungaling. paki sabihan yng ninja van na yan walang modo. kung pwede lng mag post ng picture dto sinend ko convo nmin nung rider nyo.",pangit courier sna kagaya nung dati nag tetext muna ngaun ora rider nman nag sasabi mag dedeliv nung araw yun tpo akong sinung paki sabihan yng ninja van yan modo pwede lng mag post pictur dto sinend convo nmin nung rider,1,1
"thankyou for the free shipping voucher, i conserve my money in a way that you gave a promo 😊",thankyou free ship voucher conserv money way gave promo,5,0
so easy and convenient..,easi conveni,5,0
naka help all needs thank you shopee..,naka help need thank,5,0
it's so nice to using this app,nice use,5,0
"it easy to use this apps and more convenient if you are searching something you need. you can find more good products, online sellers and most of all ... always in an affordable prices. thank you shopee",easi use app conveni search someth need find good product onlin alway afford price thank,5,0
all items are good and affordable,good afford,5,0
wala finish na ung wrong item and wrong size. never again.,wala finish ung wrong wrong size never,1,1
cannot reach live agent... they should have more staff for customers inquiry. also the commission they get from products sold is a little bit high.,cannot reach live agent staff custom inquiri also commiss get product sold littl bit high,3,1
good apps,good app,5,0
very nice shopping experience,nice shop experi,5,0
i enjoyed shopping. have an excellent product. i'm compatible to make an order online through shopee,enjoy shop excel product compat make order onlin,5,0
super beautiful nya at ang ganda nya pa❣️,super beauti nya ganda nya,5,0
"thank you po, my order arrived on time and in good condition.",thank po order arriv time good condit,5,0
gandaaa,gandaaa,5,0
like this apps!!,like app,5,0
mag bago na yung mga scammer dyan,mag scammer dyan,5,0
"verygood, excitement and happy",verygood excit happi,5,0
it's fun.,fun,5,0
"a great app :d one problem though. yung bwiset na tunog ng notification! huhuuhuuhhu it was around 4:30 and i was doing my assignment for school when a loud ""shopee 11.11 shop now/na"" my heart just dropped at muntik na ako mahimatay kasi sobrang tahimik tapos biglang may nag salita. kala ko may mumu sa kwarto na nandedemonyo sakin para mag add to cart ulet bccjhjjdjdj pero overall a very nice app and quite easy to use :)",great one problem though bwiset tunog notif huhuuhuuhhu around assign school loud shop heart drop muntik mahimatay kasi sobrang tahimik tapo biglang nag salita kala mumu kwarto nandedemonyo sakin mag add cart ulet bccjhjjdjdj overal nice quit easi use,5,0
ok naman pag gamit ko neto ok rin ung pag oorder ko madali pero bat biglang nag chachange nang language,ok pag gamit neto ok rin ung pag oorder madali bat biglang nag chachang nang languag,3,1
verry helpful ty shopee . no need to go mall to buy what you ty.,verri help ty need go mall buy ty,5,0
easy to use and good quality product,easi use good qualiti product,5,0
they choose a quality products,choos qualiti product,5,0
its happy to pleasure to have this app,happi pleasur,5,0
magnda mga item dto s shopee,magnda dto,5,0
very well experience,well experi,5,0
its very convenient,conveni,5,0
i love it😍,love,5,0
very nice apo,nice apo,5,0
precelyn v. monchole,precelyn v monchol,2,1
disgusting experience when i always order they're always an error my god,disgust experi alway order alway error god,2,1
fast and accomadating seller,fast accomad,5,0
"i have often used this flatform, to order all my needs.. i prefer this than the others. they help you if there is raised issue. they wont leave you behind. and this is all in my experiences about this app.",often use flatform order need prefer other help rais issu wont leav behind experi,5,0
this is amazing,amaz,5,0
salamat po shoppee mdaling dumating ang parcel nmin...godbless po sa lahat...!,salamat po mdale dumat parcel nmin godbless po,5,0
best deals as always,best deal alway,5,0
sobrang sulit pera pag nag order kay shopee ❤✨,sobrang sulit pera pag nag order kay,5,0
the app is fine,fine,5,0
niceee,nicee,5,0
i love it super saya mamili dito,love super saya mamili,4,0
been using shopee for a year now and its really convenient. ♥️,use year realli conveni,5,0
una lang maaus pagtagal kahit fully verified pa account nyo scam ka na nila gaya ng ginawa nila s account ko na mel_faith ung shopeepay at sales ko d n nila ibinalik kasama ng account ko na naglaho. dami nila dahilan kesyo panay daw ako return alangan d ko i return defective pinadala nung seller. dpat u g seller ang sinusupended nyo account nd ng costumer. nakakadisappoint s lazada n lng ako kesa sa nyo mag tiwala. tagal ko gamit account na un gnun lng pla kadali nyo kukunin. buwisit kau,maau pagtag fulli verifi account scam gaya account mel faith ung shopeepay sale n ibinalik kasama account naglaho dami dahilan kesyo panay daw return alangan return defect pinadala nung dpat u g sinusupend account nd costum nakakadisappoint lazada n lng kesa mag tiwala tagal gamit account un gnun lng pla kadali kukunin buwisit kau,1,1
thank you shoppee for making me happy for your help with the best way of getting your company into the business and fits in our own life as well as your company. 😉😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,thank make happi help best way get compani busi fit life well compani,5,0
ok naman po,ok po,5,0
highly recommended app! it helps me grow my business! u can easily transact with ur buyers via live streaming 👍👌 very systematic then sya when it comes to shipping and income transfer.. very good tlaga! i love shopee! super love ko to! 💕💕💕💕,highli recommend help grow busi u easili transact ur buyer via live stream systemat sya come ship incom transfer good tlaga love super love,5,0
so useful!,use,5,0
konting ano lng may ads jusmiyo,kont lng ad jusmiyo,1,1
exciting 😊,excit,5,0
thank u shopee 😁😁😁😁sauulitin.,thank u sauulitin,5,0
my device is banned 😡,devic ban,1,1
its good to shop anytime... so convinient,good shop anytim convini,4,0
i really love this shopee apps ❤️,realli love app,5,0
"on time delivered, thanks shopee",time deliv thank,5,0
"shoppee is very affordable 😊 lahat ng needs mo makita mo dito,",afford need mo mo,5,0
it's a very nice,nice,5,0
hindi gumagana fs,gumagana fs,5,0
"everytime i use this app, it tend to hang and not work.",everytim use tend hang work,3,1
